text,outcome
Left-wing Spanish politicians Irene Montero and Pablo Iglesias have private sanitarian services waiting in front of their homes.,fake
Hand sanitizer will â€œdo nothing for the coronavirus.â€,fake
A vaccine for coronavirus was made in 2001.,fake
Image of an old man carrying his mother and walking claimed to be migrants walking home due to the lockdown.,fake
An email from Caixabank asking people to change data related to their account.,fake
Coronavirus has a pH level of 5.5 to 8.5 and can be prevented and cured by eating alkaline foods.,fake
"Death of a young Sri Lankan nurse living in Adelaide, Australia was due to COVID-19.",fake
A soldier hugged his coronavirus-positive daughter by covering her in plastic.,fake
Masks from Wet Wipes effectively prevent coronavirus transmission,fake
AIIMS (Indian medical institute) team has said that Toddy has medicinal properties to cure coronavirus.,fake
IAF Helicopter Showered Petals on Migrant Workers? Not Really,fake
Coronavirus hits a 15% fatality rate.,fake
People in Italy are threw away their money after they lost their family members to coronavirus.,fake
A claim that neem leaves can cure the novel coronavirus and relieve its symptoms has been shared thousands of times in multiple Facebook posts.,fake
The CDC recommends men shave their beards to be protected against the new coronavirus.,fake
"A video showing body bags lying on the floor of various rooms inside a hospital was filmed in St Maryâ€™s Hospital, London.",fake
"pH level of coronavirus varies from 5.5 to 8.5 and to beat the virus, we should consume more alkaline food.",fake
Goodwill Industries International has fired all its employees because of the coronavirus pandemic.,fake
Leader of Polish ruling party PiS Jaroslaw Kaczynski is planning to legalize marijuana due to coronavirus economic crisis.,fake
A video of a Muslim man spitting on police to spread coronavirus when he was being taken into custody.,fake
"An image of a man carrying his old mother on his back shows migrants travelling to their homes in India, amidst lockdown.",fake
Rubbing mustard oil on your nostrils can prevent coronavirus.,fake
Prime Minister of Mexico with tears in his eyes says to all the people: We have lost the battle against the coronavirus.,fake
â€œDDP (Democratic Progressive Party) legislator Kao Chia-yu gave my mom two boxes of face masks since DDP has plenty and said the outbreak is out of control.â€,fake
"Claim that Serbia is the first country in Europe which organized the COVID-19 Infection Disease Crisis Response Team (the members of this body are the directors of the relevant institutes and clinics, as well as representatives of other relevant bodies)",fake
"A photo shows the a Turkish imprisoned COVID-19 patient, who is in intensive care unit.",fake
"In 2007, â€œThe Simpsonsâ€ predicted Tom Hanks would contract coronavirus in 2007.",fake
Sevillaâ€™s university has suspended classes because of coronavirus on 2/27/20.,fake
This image is related to the coronavirus outbreak.,fake
Colombian President IvÃ¡n Duque was ranked third-best world leader at managing the COVID-19 pandemic,fake
Dexamethasone cures covid-19.,fake
"COVID-19 came from Chinese people eating human babies, in an effort to improve their skin.",fake
Muslims flouting social distancing norms in Hyderabad.,fake
Koreans who were on the cruise ship Diamond Princess cannot be brought back.,fake
Video shows brazilian police officers expelling people from beaches with pepper spray and rubber bullets because of COVID-19â€™s restrictive measures.,fake
Trump and Putin are using the coronavirus pandemic to take down international bankers and their â€œNew world orderâ€.,fake
Gargling by salt water and inhaling hot water cures COVID19.,fake
"A video has been viewed hundreds of thousands of times in posts on Facebook, YouTube, Douyin and Weibo purporting to show a detector dog after it was assaulted during a security check amid the ongoing COVID-19 pandemic.",fake
A video shows Chinese people celebrating overthrowing the coronavirus.,fake
The picture shown in the post is of Dr Sundar Tolani who died due to coronavirus,fake
Argentinian Health Minister said there is no possibility the coronavirus exists in Argentina.,fake
"Says he opposes statewide mask order because it would require him to “wear a mask in my house, or walking my dog.”",fake
"Bill Gates wants to implement microchips, to depopulate the planet and he is sued in India for killing people with vaccines.",fake
Claims of cures for COVID-19 from multiple countries.,fake
"Raúl Rodolfo Abhduz Khan, biochemical engineer from Karmalah Laboratories, is the creator of the novel coronavirus.",fake
"Quoting a WHO advisory, a text claims that India has been following a four-phase lockdown to control the spread of coronavirus.",fake
A video of monkeys swimming in a pool has been viewed thousands of times on Facebook and Twitter alongside a claim it was filmed was shot in the Pakistani capital during a COVID-19 lockdown.,fake
"Govt Giving Rs 1.2 L to Workers Employed From 1990-2020? Well, No",fake
Research proves that commercial mouthwash could protect against COVID-19.,fake
Doctor Li Wenliang and a hospital in China suggest drinking tea for coronavirus patients.,fake
A lady police constable in Mumbai is suffering from coronavirus.,fake
"A tiger tested positive for COVID-19, please stay away from your pets and birds.",fake
"Senator of the Philippines Risa Hontiveros says she is “ready to get coughed on,” and that “the police and military are more frightening than dying from the virus.”",fake
"Confirmed cases of coronavirus have been found in Shaheen Bagh, Delhi.",fake
"In 2011, the movie Captain America, shows the image of the coronavirus that causes COVID-19",fake
Weed (cannabis) cures coronavirus.,fake
A vaccine for the coronavirus has been discovered.,fake
"Says a photo shows the â€œSAME EXACT PEOPLEâ€ at â€œtwo different beachesâ€ in Los Angeles County and Jacksonville, Florida.",fake
Tricolour on Matterhorn to Thank India For HCQ Supply? Fake Claim!,fake
"Post in Lithuanian saying: â€œI donâ€™t protect. I never put on a mask. I never disinfect my hands and I wonâ€™t. (but that doesnâ€™t mean I donâ€™t wash them!). Because I know. That this is a lie. The mask will not protect. The hands themselves create protection. The body itself knows that if you take care of it, it will be grateful to you and it will not cause you nonsense.â€",fake
A post shows a rail freight tanker with “COVID-19” stamped on one side.,fake
"“In Italy, they have thrown their money on the streets. A clear message to the whole world that money is not enough when health is in danger.”",fake
U. S. Army’s “Extermination protocol COVID-19 capsules” for Italy were discovered,fake
A newspaper article stating that the Italian newspaper â€œIl Fatto Quotidianoâ€ illicitly benefited from public fundings linked to COVID-19.,fake
A team from @WorldPopProject has heat mapped the highest risk counties for the #Wuhancoronavirus. “Japan is the second country in the list because Abe’s administration doesn’t enforce immigration restrictions.”,fake
"A video has been viewed tens of thousands of times on Twitter, Facebook and YouTube alongside a claim it shows a Koran recitation in Italy as part of the governmentâ€™s effort to fight the novel coronavirus pandemic.",fake
Cannabis boosts immunity against COVID-19,fake
Drinking hot water every 15 min helps fighting COVID-19.,fake
"A photo has been shared in multiple posts on Facebook and Twitter alongside a claim it shows the bodies of people who died in Italy after they became infected with the novel coronavirus, COVID-19.",fake
